Date,Time,Open,High,Low,Close,TickVolume,Volume,Spread
2024.04.02,20:00,1.07679,1.07696,1.07657,1.07691,2240,0,0
2024.04.02,21:00,1.07691,1.07734,1.07689,1.07734,2513,0,0
2024.04.02,22:00,1.0773,1.07733,1.0768,1.07682,1714,0,0
2024.04.02,23:00,1.07682,1.07687,1.07666,1.07679,2251,0,0
2024.04.03,00:00,1.07678,1.07716,1.07659,1.07688,6030,0,0
2024.04.03,01:00,1.07688,1.07735,1.07658,1.07721,5174,0,0
2024.04.03,02:00,1.07722,1.07748,1.07716,1.07742,3023,0,0
2024.04.03,03:00,1.07742,1.07793,1.07741,1.07772,3341,0,0
2024.04.03,04:00,1.07773,1.0778,1.07745,1.07746,3920,0,0
2024.04.03,05:00,1.07747,1.07773,1.0774,1.07753,4597,0,0
2024.04.03,06:00,1.07754,1.07759,1.07671,1.07692,7244,0,0
2024.04.03,07:00,1.07693,1.07723,1.0764,1.07705,10952,0,0
2024.04.03,08:00,1.07704,1.07773,1.07698,1.07716,5526,0,0
2024.04.03,09:00,1.07714,1.07747,1.07651,1.07677,8256,0,0
2024.04.03,10:00,1.07676,1.07766,1.07662,1.07755,6465,0,0
2024.04.03,11:00,1.07756,1.07849,1.07756,1.07838,6767,0,0
2024.04.03,12:00,1.0784,1.07864,1.0773,1.07781,19067,0,0
2024.04.03,13:00,1.07781,1.07927,1.07778,1.07889,18156,0,0
2024.04.03,14:00,1.07892,1.0824,1.07892,1.08228,31049,0,0
2024.04.03,15:00,1.08228,1.08305,1.08193,1.08266,15517,0,0
2024.04.03,16:00,1.08268,1.08362,1.08202,1.08305,15062,0,0
2024.04.03,17:00,1.08306,1.08342,1.08255,1.08321,7811,0,0
2024.04.03,18:00,1.0832,1.08368,1.08315,1.08348,4022,0,0
2024.04.03,19:00,1.08347,1.08349,1.08292,1.08334,5959,0,0
2024.04.03,20:00,1.08334,1.08366,1.08324,1.08356,2097,0,0
2024.04.03,21:00,1.08356,1.08356,1.08312,1.08334,3905,0,0
2024.04.03,22:00,1.08333,1.08382,1.08333,1.08376,1232,0,0
2024.04.03,23:00,1.08376,1.08407,1.08362,1.0838,3729,0,0
2024.04.04,00:00,1.0838,1.08434,1.08347,1.0843,5635,0,0
2024.04.04,01:00,1.0843,1.08439,1.084,1.08407,5300,0,0
2024.04.04,02:00,1.08408,1.08444,1.08381,1.08428,3287,0,0
2024.04.04,03:00,1.08428,1.08434,1.08401,1.08425,4302,0,0
2024.04.04,04:00,1.08425,1.08447,1.08425,1.08426,3894,0,0
2024.04.04,05:00,1.08427,1.08464,1.0841,1.08418,4520,0,0
2024.04.04,06:00,1.08419,1.08463,1.08389,1.08398,14172,0,0
2024.04.04,07:00,1.08399,1.08583,1.08391,1.08571,14100,0,0
2024.04.04,08:00,1.08569,1.08626,1.08508,1.08619,10233,0,0
2024.04.04,09:00,1.08617,1.08654,1.08554,1.08586,6022,0,0
2024.04.04,10:00,1.08585,1.08616,1.08556,1.08597,5982,0,0
2024.04.04,11:00,1.08597,1.08622,1.08519,1.08527,8530,0,0
2024.04.04,12:00,1.08529,1.08703,1.08507,1.08696,11058,0,0
2024.04.04,13:00,1.08696,1.08765,1.08641,1.08697,14909,0,0
2024.04.04,14:00,1.08701,1.0876,1.08666,1.08676,13313,0,0
2024.04.04,15:00,1.08675,1.08688,1.08622,1.08648,7337,0,0
2024.04.04,16:00,1.08649,1.0867,1.0858,1.08588,3944,0,0
2024.04.04,17:00,1.08588,1.08618,1.08581,1.086,3965,0,0
2024.04.04,18:00,1.086,1.086,1.08465,1.085,19441,0,0
2024.04.04,19:00,1.085,1.08507,1.08332,1.08336,22395,0,0
2024.04.04,20:00,1.08336,1.08387,1.08317,1.08367,4630,0,0
2024.04.04,21:00,1.08361,1.08412,1.08327,1.08381,10226,0,0
2024.04.04,22:00,1.0838,1.08401,1.08357,1.08363,2261,0,0
2024.04.04,23:00,1.08365,1.08401,1.08358,1.08364,5353,0,0
2024.04.05,00:00,1.08363,1.08439,1.08349,1.08416,7168,0,0
2024.04.05,01:00,1.08416,1.08431,1.0825,1.08267,10704,0,0
2024.04.05,02:00,1.08267,1.08283,1.08233,1.08252,6408,0,0
2024.04.05,03:00,1.08253,1.08279,1.08247,1.08267,4487,0,0
2024.04.05,04:00,1.08266,1.08277,1.08249,1.08262,4366,0,0
2024.04.05,05:00,1.0826,1.08279,1.08251,1.08272,5485,0,0
2024.04.05,06:00,1.08272,1.0833,1.08224,1.08303,11241,0,0
2024.04.05,07:00,1.08303,1.08409,1.08302,1.08391,10250,0,0
2024.04.05,08:00,1.0839,1.08463,1.08361,1.08375,7314,0,0
2024.04.05,09:00,1.08374,1.08421,1.08349,1.08388,6688,0,0
2024.04.05,10:00,1.08388,1.08391,1.08326,1.08345,6620,0,0
2024.04.05,11:00,1.08344,1.08417,1.08307,1.08349,5400,0,0
2024.04.05,12:00,1.0835,1.08479,1.08001,1.08093,34803,0,0
2024.04.05,13:00,1.08093,1.08137,1.07913,1.0801,30476,0,0
2024.04.05,14:00,1.08011,1.08263,1.07969,1.08186,24359,0,0
2024.04.05,15:00,1.08184,1.08434,1.0816,1.08402,17053,0,0
2024.04.05,16:00,1.08401,1.08444,1.08331,1.08357,10922,0,0
2024.04.05,17:00,1.08359,1.08388,1.08314,1.08328,6280,0,0
2024.04.05,18:00,1.08328,1.08379,1.08306,1.08348,5455,0,0
2024.04.05,19:00,1.08348,1.08369,1.0832,1.08354,7701,0,0
2024.04.05,20:00,1.08354,1.08376,1.08337,1.08352,6420,0,0
2024.04.07,21:00,1.08347,1.08379,1.08347,1.08371,1924,0,0
2024.04.07,22:00,1.08371,1.08378,1.08272,1.0828,2371,0,0
2024.04.07,23:00,1.08279,1.0833,1.08277,1.08297,2319,0,0
2024.04.08,00:00,1.08297,1.08299,1.0823,1.08269,8333,0,0
2024.04.08,01:00,1.08269,1.08363,1.08268,1.08353,8513,0,0
2024.04.08,02:00,1.08354,1.08432,1.08348,1.08406,7842,0,0
2024.04.08,03:00,1.08406,1.08415,1.08321,1.08333,6012,0,0
2024.04.08,04:00,1.08334,1.08354,1.08311,1.08321,3494,0,0
2024.04.08,05:00,1.08321,1.08373,1.08321,1.08345,4553,0,0
2024.04.08,06:00,1.08345,1.08375,1.08297,1.08339,7072,0,0
2024.04.08,07:00,1.08339,1.08377,1.08284,1.08322,10698,0,0
2024.04.08,08:00,1.08321,1.08351,1.08221,1.08234,11821,0,0
2024.04.08,09:00,1.08233,1.08299,1.08208,1.0828,8890,0,0
2024.04.08,10:00,1.08278,1.0834,1.08258,1.08323,5964,0,0
2024.04.08,11:00,1.08324,1.08332,1.08232,1.08237,6656,0,0
2024.04.08,12:00,1.08237,1.08355,1.08215,1.08341,10586,0,0
2024.04.08,13:00,1.08342,1.08533,1.08342,1.08516,13131,0,0
2024.04.08,14:00,1.08516,1.08562,1.08435,1.08532,17263,0,0
2024.04.08,15:00,1.08533,1.08589,1.08494,1.08526,11591,0,0
2024.04.08,16:00,1.08526,1.08528,1.08467,1.08501,5281,0,0
2024.04.08,17:00,1.08503,1.08593,1.08494,1.08579,3598,0,0
2024.04.08,18:00,1.0858,1.08621,1.08556,1.08572,3412,0,0
2024.04.08,19:00,1.08571,1.08588,1.08559,1.08567,4667,0,0
2024.04.08,20:00,1.08567,1.08599,1.08563,1.08587,2744,0,0
2024.04.08,21:00,1.08587,1.08619,1.08528,1.08589,9135,0,0
2024.04.08,22:00,1.08589,1.0861,1.08589,1.08604,932,0,0
2024.04.08,23:00,1.08604,1.08634,1.08604,1.0862,1439,0,0
2024.04.09,00:00,1.0862,1.08635,1.08575,1.08586,4862,0,0
2024.04.09,01:00,1.08587,1.0862,1.08569,1.08596,7010,0,0
2024.04.09,02:00,1.08596,1.08622,1.08557,1.08569,3707,0,0
2024.04.09,03:00,1.08569,1.08574,1.0854,1.08553,2885,0,0
2024.04.09,04:00,1.08554,1.08584,1.08553,1.08565,2623,0,0
2024.04.09,05:00,1.08564,1.08586,1.08559,1.08577,3167,0,0
2024.04.09,06:00,1.08578,1.08626,1.08512,1.08521,7412,0,0
2024.04.09,07:00,1.08521,1.08601,1.08514,1.08531,12514,0,0
2024.04.09,08:00,1.08534,1.08587,1.0849,1.08575,8012,0,0
2024.04.09,09:00,1.08575,1.08658,1.08564,1.08649,8103,0,0
2024.04.09,10:00,1.08651,1.08707,1.0865,1.08689,5447,0,0
2024.04.09,11:00,1.0869,1.08728,1.08592,1.08613,8783,0,0
2024.04.09,12:00,1.08614,1.08839,1.08603,1.08806,11981,0,0
2024.04.09,13:00,1.08807,1.0885,1.0876,1.08787,16122,0,0
2024.04.09,14:00,1.08787,1.08821,1.0853,1.08572,16988,0,0
2024.04.09,15:00,1.08572,1.0859,1.08522,1.08556,11564,0,0
2024.04.09,16:00,1.08555,1.086,1.08536,1.08544,6017,0,0
2024.04.09,17:00,1.08545,1.08554,1.0851,1.08515,5438,0,0
2024.04.09,18:00,1.08513,1.08547,1.085,1.08529,3186,0,0
2024.04.09,19:00,1.08529,1.08573,1.08477,1.08566,6503,0,0
2024.04.09,20:00,1.08565,1.08591,1.08555,1.08569,3779,0,0
2024.04.09,21:00,1.08562,1.08593,1.08554,1.08575,7100,0,0
2024.04.09,22:00,1.08577,1.08587,1.08562,1.08586,923,0,0
2024.04.09,23:00,1.08585,1.08597,1.08576,1.08588,1651,0,0
2024.04.10,00:00,1.08587,1.08588,1.08551,1.08571,4143,0,0
2024.04.10,01:00,1.08574,1.08588,1.08513,1.08545,5673,0,0
2024.04.10,02:00,1.08541,1.08555,1.08509,1.08534,4650,0,0
2024.04.10,03:00,1.08534,1.08544,1.0852,1.08529,3992,0,0
2024.04.10,04:00,1.0853,1.08535,1.08504,1.08525,3576,0,0
2024.04.10,05:00,1.08523,1.08556,1.08513,1.08517,4379,0,0
2024.04.10,06:00,1.08517,1.08548,1.08477,1.08531,7668,0,0
2024.04.10,07:00,1.08532,1.0857,1.08508,1.08553,7481,0,0
2024.04.10,08:00,1.08552,1.08605,1.08513,1.08603,7803,0,0
2024.04.10,09:00,1.08604,1.08655,1.08567,1.08615,7535,0,0
2024.04.10,10:00,1.08615,1.08658,1.08603,1.08644,5589,0,0
2024.04.10,11:00,1.08643,1.08665,1.08549,1.08556,5057,0,0
2024.04.10,12:00,1.08555,1.08646,1.07783,1.07807,40153,0,0
2024.04.10,13:00,1.07808,1.07811,1.07493,1.0751,48456,0,0
2024.04.10,14:00,1.0751,1.07669,1.07456,1.07532,25987,0,0
2024.04.10,15:00,1.07533,1.07547,1.07334,1.07366,18367,0,0
2024.04.10,16:00,1.07367,1.07374,1.07288,1.0736,9268,0,0
2024.04.10,17:00,1.07361,1.07542,1.0729,1.07504,22716,0,0
2024.04.10,18:00,1.07504,1.07542,1.07351,1.07363,13193,0,0
2024.04.10,19:00,1.07362,1.07455,1.07357,1.07438,9387,0,0
2024.04.10,20:00,1.07436,1.07456,1.07413,1.07421,2452,0,0
2024.04.10,21:00,1.07421,1.07446,1.07407,1.07429,3816,0,0
2024.04.10,22:00,1.07432,1.07441,1.074,1.07431,1170,0,0
2024.04.10,23:00,1.0743,1.07447,1.07392,1.0741,2318,0,0
2024.04.11,00:00,1.07411,1.07458,1.07383,1.07426,5129,0,0
2024.04.11,01:00,1.07426,1.07469,1.07411,1.0746,5257,0,0
2024.04.11,02:00,1.07459,1.07469,1.07443,1.07454,3951,0,0
2024.04.11,03:00,1.07454,1.07489,1.07445,1.07446,4701,0,0
2024.04.11,04:00,1.07446,1.07465,1.0744,1.07461,2653,0,0
2024.04.11,05:00,1.07462,1.07471,1.07428,1.07428,4507,0,0
2024.04.11,06:00,1.07427,1.07427,1.07265,1.07283,8561,0,0
2024.04.11,07:00,1.07282,1.07446,1.07279,1.0743,11270,0,0
2024.04.11,08:00,1.07432,1.07498,1.07382,1.07405,9022,0,0
2024.04.11,09:00,1.07405,1.07408,1.07289,1.07309,12625,0,0
2024.04.11,10:00,1.0731,1.07337,1.07261,1.07298,8311,0,0
2024.04.11,11:00,1.07296,1.07341,1.07255,1.07285,7804,0,0
2024.04.11,12:00,1.07283,1.07468,1.0715,1.07413,37936,0,0
2024.04.11,13:00,1.07414,1.07564,1.0728,1.07347,36052,0,0
2024.04.11,14:00,1.07347,1.07347,1.06992,1.07051,23907,0,0
2024.04.11,15:00,1.07052,1.07213,1.07019,1.0721,13541,0,0
2024.04.11,16:00,1.07212,1.07233,1.07135,1.07176,11367,0,0
2024.04.11,17:00,1.07175,1.07296,1.07152,1.07276,9670,0,0
2024.04.11,18:00,1.07277,1.07345,1.0725,1.07255,7866,0,0
2024.04.11,19:00,1.07254,1.0732,1.07253,1.07288,6520,0,0
2024.04.11,20:00,1.07287,1.0729,1.07253,1.07254,2429,0,0
2024.04.11,21:00,1.07252,1.0728,1.07252,1.07262,736,0,0
2024.04.11,22:00,1.07263,1.07293,1.07259,1.07281,889,0,0
2024.04.11,23:00,1.0728,1.07282,1.07238,1.0726,1143,0,0
2024.04.12,00:00,1.0726,1.07275,1.07224,1.07259,3307,0,0
2024.04.12,01:00,1.07262,1.07281,1.07229,1.07244,3763,0,0
2024.04.12,02:00,1.07242,1.07275,1.07233,1.07266,4118,0,0
2024.04.12,03:00,1.07266,1.07266,1.07153,1.0717,3518,0,0
2024.04.12,04:00,1.07171,1.07174,1.07107,1.07112,2797,0,0
2024.04.12,05:00,1.07112,1.0714,1.07105,1.07113,4232,0,0
2024.04.12,06:00,1.07111,1.0712,1.0681,1.06828,14807,0,0
2024.04.12,07:00,1.06831,1.06874,1.06742,1.06842,12709,0,0
2024.04.12,08:00,1.06842,1.06852,1.06707,1.0671,9236,0,0
2024.04.12,09:00,1.06711,1.06748,1.06549,1.06604,9418,0,0
2024.04.12,10:00,1.06606,1.06608,1.06439,1.06469,9287,0,0
2024.04.12,11:00,1.06468,1.06591,1.0646,1.06509,8695,0,0
2024.04.12,12:00,1.0651,1.06556,1.06313,1.06383,16622,0,0
2024.04.12,13:00,1.06384,1.06438,1.06309,1.06426,20604,0,0
2024.04.12,14:00,1.06429,1.06463,1.06226,1.06298,25559,0,0
2024.04.12,15:00,1.06298,1.0651,1.06292,1.06467,12456,0,0
2024.04.12,16:00,1.06467,1.06469,1.06377,1.06418,12493,0,0
2024.04.12,17:00,1.06418,1.06496,1.06404,1.0647,10653,0,0
2024.04.12,18:00,1.0647,1.06505,1.06389,1.0639,8534,0,0
2024.04.12,19:00,1.0639,1.06426,1.06372,1.06382,3976,0,0
2024.04.12,20:00,1.06381,1.06442,1.06371,1.06385,4001,0,0
2024.04.14,21:00,1.06352,1.0638,1.06309,1.06347,2679,0,0
2024.04.14,22:00,1.06347,1.06514,1.06341,1.06497,5723,0,0
2024.04.14,23:00,1.06497,1.065,1.06433,1.0646,3418,0,0
2024.04.15,00:00,1.06461,1.06496,1.06432,1.06456,5543,0,0
2024.04.15,01:00,1.06455,1.06507,1.06391,1.06495,7322,0,0
2024.04.15,02:00,1.06495,1.06549,1.0649,1.06506,4278,0,0
2024.04.15,03:00,1.06507,1.06537,1.06475,1.06519,3414,0,0
2024.04.15,04:00,1.06519,1.0654,1.0647,1.06524,4356,0,0
2024.04.15,05:00,1.06523,1.06589,1.06506,1.06579,3712,0,0
2024.04.15,06:00,1.06577,1.06648,1.06516,1.06544,9647,0,0
2024.04.15,07:00,1.06543,1.0661,1.06499,1.06581,12892,0,0
2024.04.15,08:00,1.0658,1.06618,1.06537,1.06562,10348,0,0
2024.04.15,09:00,1.06563,1.06624,1.06535,1.06549,8058,0,0
2024.04.15,10:00,1.06549,1.06598,1.06515,1.06576,5691,0,0
2024.04.15,11:00,1.06576,1.06651,1.06516,1.06548,9043,0,0
2024.04.15,12:00,1.06548,1.06575,1.06309,1.06471,24707,0,0
2024.04.15,13:00,1.06472,1.06607,1.06339,1.06369,25152,0,0
2024.04.15,14:00,1.0637,1.06377,1.06218,1.06267,27631,0,0
2024.04.15,15:00,1.06268,1.0645,1.06226,1.06434,13009,0,0
2024.04.15,16:00,1.06433,1.06474,1.06345,1.06361,8785,0,0
2024.04.15,17:00,1.0636,1.06394,1.0623,1.06288,15045,0,0
2024.04.15,18:00,1.06287,1.06316,1.06235,1.0625,8014,0,0
2024.04.15,19:00,1.06251,1.06272,1.06202,1.06264,10054,0,0
2024.04.15,20:00,1.06263,1.06269,1.06209,1.06241,2939,0,0
2024.04.15,21:00,1.06233,1.06253,1.06222,1.06236,3598,0,0
2024.04.15,22:00,1.06243,1.06278,1.06242,1.06269,1991,0,0
2024.04.15,23:00,1.06268,1.06284,1.06241,1.06247,4626,0,0
2024.04.16,00:00,1.06246,1.06253,1.0618,1.06183,5813,0,0
2024.04.16,01:00,1.06183,1.06191,1.06069,1.06158,9382,0,0
2024.04.16,02:00,1.06159,1.06176,1.06061,1.06099,9255,0,0
2024.04.16,03:00,1.06098,1.06125,1.0607,1.06113,3852,0,0
2024.04.16,04:00,1.06114,1.06142,1.06099,1.0614,3348,0,0
2024.04.16,05:00,1.06139,1.06205,1.06136,1.06184,4792,0,0
2024.04.16,06:00,1.06184,1.062,1.06023,1.06103,13121,0,0
2024.04.16,07:00,1.06102,1.06228,1.06102,1.06178,13260,0,0
2024.04.16,08:00,1.06179,1.06247,1.06125,1.06161,10935,0,0
2024.04.16,09:00,1.0616,1.06349,1.0616,1.06291,13818,0,0
2024.04.16,10:00,1.06291,1.06323,1.0623,1.06261,9317,0,0
2024.04.16,11:00,1.06263,1.06473,1.06258,1.06424,8341,0,0
2024.04.16,12:00,1.06424,1.06535,1.06359,1.06389,17156,0,0
2024.04.16,13:00,1.06388,1.06437,1.06275,1.06295,35500,0,0
2024.04.16,14:00,1.06295,1.06448,1.06275,1.06317,27559,0,0
2024.04.16,15:00,1.06318,1.06393,1.06216,1.06278,16182,0,0
2024.04.16,16:00,1.06276,1.06282,1.06187,1.06249,10735,0,0
2024.04.16,17:00,1.0625,1.06256,1.0601,1.06209,25695,0,0
2024.04.16,18:00,1.06209,1.0635,1.0616,1.0631,23008,0,0
2024.04.16,19:00,1.06308,1.06317,1.06176,1.06219,7580,0,0
2024.04.16,20:00,1.06218,1.06228,1.06165,1.06187,2127,0,0
2024.04.16,21:00,1.06187,1.06245,1.06142,1.06155,6384,0,0
2024.04.16,22:00,1.06164,1.06197,1.06126,1.06194,1585,0,0
2024.04.16,23:00,1.06195,1.06251,1.06191,1.0621,2018,0,0
2024.04.17,00:00,1.0621,1.06239,1.06171,1.06223,2960,0,0
2024.04.17,01:00,1.06221,1.06297,1.06202,1.06281,4584,0,0
2024.04.17,02:00,1.0628,1.06355,1.06271,1.06341,2718,0,0
2024.04.17,03:00,1.06341,1.06344,1.0627,1.06271,2695,0,0
2024.04.17,04:00,1.06272,1.06311,1.06244,1.06249,1615,0,0
2024.04.17,05:00,1.06248,1.06248,1.06097,1.06118,3059,0,0
2024.04.17,06:00,1.06116,1.06378,1.0606,1.06346,6103,0,0
2024.04.17,07:00,1.06345,1.06345,1.06241,1.06253,7867,0,0
2024.04.17,08:00,1.06253,1.06489,1.0624,1.06405,12216,0,0
2024.04.17,09:00,1.06405,1.06486,1.06353,1.06409,10976,0,0
2024.04.17,10:00,1.0641,1.06468,1.0638,1.06392,5950,0,0
2024.04.17,11:00,1.0639,1.06491,1.06321,1.06355,8531,0,0
2024.04.17,12:00,1.06356,1.06428,1.06315,1.06348,12025,0,0
2024.04.17,13:00,1.06347,1.06528,1.06343,1.06439,14150,0,0
2024.04.17,14:00,1.06438,1.06445,1.063,1.06355,14811,0,0
2024.04.17,15:00,1.06355,1.06461,1.06355,1.06429,13475,0,0
2024.04.17,16:00,1.06429,1.06563,1.0636,1.06497,15308,0,0
2024.04.17,17:00,1.06496,1.06687,1.06479,1.06682,14726,0,0
2024.04.17,18:00,1.06682,1.06796,1.0667,1.06703,16024,0,0
2024.04.17,19:00,1.06703,1.06718,1.06643,1.06712,10035,0,0
2024.04.17,20:00,1.06712,1.06736,1.06695,1.0672,3208,0,0
2024.04.17,21:00,1.06719,1.06723,1.06696,1.06717,1773,0,0
2024.04.17,22:00,1.06716,1.06751,1.06714,1.06725,1601,0,0
2024.04.17,23:00,1.06727,1.06737,1.0668,1.06689,1510,0,0
2024.04.18,00:00,1.0669,1.06704,1.06643,1.06699,3023,0,0
2024.04.18,01:00,1.06699,1.0674,1.06644,1.06702,5202,0,0
2024.04.18,02:00,1.06701,1.0679,1.06688,1.06778,4747,0,0
2024.04.18,03:00,1.06778,1.06802,1.06753,1.06799,3109,0,0
2024.04.18,04:00,1.06799,1.068,1.06756,1.06783,2174,0,0
2024.04.18,05:00,1.06784,1.0684,1.06749,1.06808,3699,0,0
2024.04.18,06:00,1.0681,1.069,1.06791,1.06853,5008,0,0
2024.04.18,07:00,1.06852,1.0688,1.06783,1.0681,9776,0,0
2024.04.18,08:00,1.0681,1.06839,1.06748,1.06784,9375,0,0
2024.04.18,09:00,1.06784,1.06813,1.067,1.06704,6094,0,0
2024.04.18,10:00,1.06703,1.06771,1.06699,1.06758,4229,0,0
2024.04.18,11:00,1.06757,1.0679,1.067,1.06772,6217,0,0
2024.04.18,12:00,1.06771,1.06796,1.06598,1.06628,19869,0,0
2024.04.18,13:00,1.06628,1.06685,1.06464,1.06506,28684,0,0
2024.04.18,14:00,1.06507,1.06632,1.06497,1.06538,18144,0,0
2024.04.18,15:00,1.06537,1.06647,1.06536,1.06598,8979,0,0
2024.04.18,16:00,1.06599,1.06617,1.06516,1.06533,8520,0,0
2024.04.18,17:00,1.06531,1.06548,1.0643,1.06483,8849,0,0
2024.04.18,18:00,1.06483,1.06494,1.06419,1.0645,6940,0,0
2024.04.18,19:00,1.06451,1.06481,1.06426,1.06436,6122,0,0
2024.04.18,20:00,1.06436,1.06457,1.06413,1.06431,2187,0,0
2024.04.18,21:00,1.06423,1.0645,1.06423,1.06433,1967,0,0
2024.04.18,22:00,1.06432,1.06446,1.06404,1.06404,1452,0,0
2024.04.18,23:00,1.06405,1.06439,1.06402,1.06425,3415,0,0
2024.04.19,00:00,1.06424,1.06446,1.0636,1.06387,9103,0,0
2024.04.19,01:00,1.06384,1.064,1.06135,1.06187,22166,0,0
2024.04.19,02:00,1.06188,1.06237,1.06104,1.06181,25147,0,0
2024.04.19,03:00,1.06177,1.06405,1.06152,1.06371,21176,0,0
2024.04.19,04:00,1.06372,1.06431,1.06336,1.06347,11082,0,0
2024.04.19,05:00,1.06346,1.06409,1.06295,1.06308,8701,0,0
2024.04.19,06:00,1.06308,1.06492,1.0627,1.06448,19421,0,0
2024.04.19,07:00,1.06449,1.06592,1.06437,1.06554,18600,0,0
2024.04.19,08:00,1.06553,1.06553,1.0643,1.06456,12268,0,0
2024.04.19,09:00,1.06456,1.06621,1.06451,1.06589,7663,0,0
2024.04.19,10:00,1.06589,1.06589,1.06467,1.06473,10561,0,0
2024.04.19,11:00,1.06472,1.06552,1.06431,1.06517,9877,0,0
2024.04.19,12:00,1.06519,1.06736,1.06496,1.06654,15218,0,0
2024.04.19,13:00,1.06654,1.06755,1.06587,1.06658,19525,0,0
2024.04.19,14:00,1.06655,1.06775,1.06638,1.06695,26595,0,0
2024.04.19,15:00,1.06694,1.06718,1.06536,1.06548,11759,0,0
2024.04.19,16:00,1.06548,1.06596,1.06401,1.06534,10647,0,0
2024.04.19,17:00,1.06534,1.06584,1.06509,1.06557,6658,0,0
2024.04.19,18:00,1.06557,1.06557,1.06465,1.06506,7942,0,0
2024.04.19,19:00,1.06506,1.06553,1.06497,1.06547,5675,0,0
2024.04.19,20:00,1.06546,1.06578,1.06523,1.06526,3190,0,0
2024.04.21,21:00,1.06495,1.06612,1.06456,1.06563,1724,0,0
2024.04.21,22:00,1.06561,1.06614,1.06545,1.06587,1822,0,0
2024.04.21,23:00,1.0659,1.0661,1.06575,1.06575,1807,0,0
2024.04.22,00:00,1.06577,1.06649,1.06527,1.06534,6741,0,0
2024.04.22,01:00,1.06533,1.06697,1.06532,1.06682,6899,0,0
2024.04.22,02:00,1.06681,1.06706,1.06639,1.0664,2655,0,0
2024.04.22,03:00,1.06639,1.06645,1.06604,1.06617,1994,0,0
2024.04.22,04:00,1.06617,1.06685,1.06614,1.06652,1802,0,0
2024.04.22,05:00,1.06654,1.0666,1.06618,1.06637,2588,0,0
2024.04.22,06:00,1.06637,1.06691,1.06605,1.0664,5010,0,0
2024.04.22,07:00,1.06639,1.06677,1.06524,1.06584,8971,0,0
2024.04.22,08:00,1.06584,1.06623,1.06473,1.06568,8652,0,0
2024.04.22,09:00,1.06566,1.06618,1.06489,1.06513,6312,0,0
2024.04.22,10:00,1.06513,1.0655,1.06474,1.06505,6765,0,0
2024.04.22,11:00,1.06505,1.06508,1.0633,1.06351,10454,0,0
2024.04.22,12:00,1.06351,1.06438,1.06308,1.06397,8606,0,0
2024.04.22,13:00,1.06396,1.06408,1.06239,1.06331,12401,0,0
2024.04.22,14:00,1.06332,1.06477,1.06326,1.0645,12503,0,0
2024.04.22,15:00,1.06449,1.06479,1.06406,1.06471,5691,0,0
2024.04.22,16:00,1.06471,1.06508,1.06461,1.06488,3771,0,0
2024.04.22,17:00,1.06487,1.06577,1.06481,1.06573,3160,0,0
2024.04.22,18:00,1.06573,1.06607,1.06542,1.06585,3813,0,0
2024.04.22,19:00,1.06585,1.06585,1.06505,1.06519,7548,0,0
2024.04.22,20:00,1.06518,1.06552,1.06504,1.06541,1961,0,0
2024.04.22,21:00,1.06541,1.06547,1.0651,1.06519,1525,0,0
2024.04.22,22:00,1.06518,1.06545,1.06518,1.06542,1358,0,0
2024.04.22,23:00,1.06542,1.06558,1.06524,1.06537,1523,0,0
2024.04.23,00:00,1.06537,1.06592,1.06537,1.06586,3335,0,0
2024.04.23,01:00,1.06587,1.06604,1.06534,1.06542,3860,0,0
2024.04.23,02:00,1.06541,1.06605,1.06537,1.06583,2603,0,0
2024.04.23,03:00,1.06586,1.06589,1.06545,1.06561,2647,0,0
2024.04.23,04:00,1.06561,1.06582,1.06541,1.0655,2245,0,0
2024.04.23,05:00,1.06548,1.06548,1.06495,1.06508,3900,0,0
2024.04.23,06:00,1.06508,1.06508,1.06385,1.06451,4336,0,0
2024.04.23,07:00,1.06451,1.0695,1.06436,1.06793,22912,0,0
2024.04.23,08:00,1.06786,1.06831,1.06693,1.06706,13490,0,0
2024.04.23,09:00,1.06706,1.06706,1.06561,1.06592,7775,0,0
2024.04.23,10:00,1.06593,1.06627,1.06532,1.06549,6713,0,0
2024.04.23,11:00,1.06549,1.0678,1.06547,1.06745,9963,0,0
2024.04.23,12:00,1.06746,1.06769,1.0664,1.0672,10050,0,0
2024.04.23,13:00,1.0672,1.07098,1.066,1.07012,22637,0,0
2024.04.23,14:00,1.07014,1.07112,1.06904,1.06984,30587,0,0
2024.04.23,15:00,1.06984,1.07033,1.06899,1.06946,12096,0,0
2024.04.23,16:00,1.06946,1.07024,1.06922,1.06999,6464,0,0
2024.04.23,17:00,1.07,1.07076,1.06993,1.07049,4303,0,0
2024.04.23,18:00,1.07049,1.07075,1.07018,1.07038,2366,0,0
2024.04.23,19:00,1.0704,1.07055,1.07018,1.07028,3069,0,0
2024.04.23,20:00,1.07028,1.07031,1.07,1.07002,1831,0,0
2024.04.23,21:00,1.07004,1.07027,1.06997,1.07021,1729,0,0
2024.04.23,22:00,1.07025,1.07044,1.07008,1.0703,1025,0,0
2024.04.23,23:00,1.07031,1.07033,1.06995,1.07024,2006,0,0
2024.04.24,00:00,1.07025,1.07106,1.07002,1.07095,2924,0,0
2024.04.24,01:00,1.07096,1.07142,1.07077,1.07098,5490,0,0
2024.04.24,02:00,1.07097,1.07131,1.07076,1.07101,4209,0,0
2024.04.24,03:00,1.07101,1.07109,1.07043,1.07062,4095,0,0
