framework,symbol,timeframe,start_date,end_date,data_mode,initial_cash,trade_size_units,total_return,sharpe_ratio,max_drawdown,number_of_trades,start_value,end_value,fees,slippage,notes
vectorbt,EURUSD,H1,2024-01-01 22:00:00,2024-12-31 21:00:00,REAL_CSV,100000.0,10000.0,-0.003863000000000172,-0.9414776635168794,-0.005761013746784949,241,100000.0,99613.69999999998,0.0,0.0,Real CSV data loaded from configured path.
