framework,symbol,timeframe,start_date,end_date,data_mode,initial_cash,trade_size_units,total_return,sharpe_ratio,max_drawdown,number_of_trades,start_value,end_value,fees,slippage,bars_processed,entries,exits,notes
nautilus_trader,EURUSD,H1,2024-01-01 22:00:00,2024-12-31 21:00:00,REAL_CSV,100000.0,10000.0,-0.00427960000000005,-6.103942839469921,-0.005739969133337075,241,100000.0,99572.04,0.0,0.0,6250,241,241,Nautilus event-driven backtest using completed H1 bar events. Equity curve is reconstructed from closed position PnL because a full bar-level account equity series was not exposed by the low-level report API.
